part_num,name,part_cat_id,part_material
28621pr4283,"Minifig Head, Classic Alien print",59,Plastic
28621pr4284,"Minifig Head Cho Chang, Worried/Smile",59,Plastic
28621pr4285,"Minifig Head Professor Filius Flitwick, White and Dark Bluish Grey Eyebrows, Dark Tan Wrinkles, White Beard Print",59,Plastic
28621pr4286,"Minifig Head Captain Antilles / Rebel Trooper, Dark Brown Eyebrows, Wrinkles, Chin Strap, Neutral / Scared Print",59,Plastic
28621pr4287,"Minifig Head Choir Ghost, Black Eyebrows, Lips, Dark Bluish Grey Eyeshadow, Open Mouth Singing/Neutral Smile",59,Plastic
28621pr4288,"Minifig Head Arc Trooper Fives, Black Eyebrows, Black Beard, Silver Circuitry",59,Plastic
28621pr4289,"Minifig Head, Black Eyebrows, Angry Scowl, Dark Red Lips print",59,Plastic
28621pr4290,"Minifig Head Metal Pink Eyeshadow, Metal Blue Lips, Closed Mouth Smirk/Open Mouth Smirk",59,Plastic
28621pr4292,"Minifig Head Sneezy, Black Eyebrows, Dark Orange Eyeshadow, Open Mouth/Closed Mouth Sneeze",59,Plastic
28621pr4293,"Minifig Head Sleepy, Black Eyebrows, Dark Orange Eyeshadow, Yawning/Sleepy Smile",59,Plastic
28621pr4294,"Minifig Head Happy, Thick White Eyebrows, Cheeks, Open Mouth Smile Without/With Teeth",59,Plastic
28621pr4295,"Minifig Head Grumpy, Angry Lopsided Frown Left/Right",59,Plastic
28621pr4296,"Minifig Head Harley Quinn, White Face, Black Eyemask, Dark Red Red Lips",59,Plastic
28621pr4297,"Minifig Head Joker, Black Eyeshadow, Red Lips, Bright Light Yellow Teeth Grin",59,Plastic
28621pr4298,"Minifig Head Dopey, Black Eyebrows, Eyelashes, Big Smile/Open Mouth Smile, Red Kiss Inprint",59,Plastic
28621pr4299,"Minifig Head Doc, Black Eyebrows, Small Glasses, Open Mouth/Closed Mouth Smile",59,Plastic
28621pr4300,"Minifig Head Bashful, Rosy Cheeks, Dark Orange Eyeshadow, Big Smile, Open Mouth Smile",59,Plastic
28621pr4301,"Minifig Head Catwoman, Black Mask, Light Nougat Face, Red Lips print",59,Plastic
28621pr4302,"Minifig Head Harry Potter, Scar, Thick Eyebrows, Glasses, Closed Eyes, Happy Open Mouth",59,Plastic
28621pr4303,"Minifig Head Darth Malak, Light Bluish grey Shapes, Dark Bluish Grey Eyeshadow, Black Breathing Apparatus",59,Plastic
28621pr4304,"Minifig Head, Johnny Thunder, Black Striped Sideburns, Stubbled Beard, Curly Mustache",59,Plastic
28621pr4305,"Minifig Head, White Eyes, Big Black Eyebrows, Moustache",59,Plastic
28621pr4306,"Minifig Head, White Eyes, Thing Black Smile",59,Plastic
28621pr4309,"Minifig Head Merry Rumwell/Ervan Soulfallen, Black Eyebrows, Beard, Moustache, Nervous Sweat / Green Mask, Lime Eyes, Angry",59,Plastic
28621pr4310,"Minifig Head Dwarf Cleric, Thick White Eyebrows, Moustache, Beard, Wrinkles, Stern Frown/Black Eye, Chipped Tooth",59,Plastic
28621pr4311,"Minifig Head Dwarf Cleric, Black Eyebrows, Crows Feet, Peach Lips, Raised Eyebrow, Smile / Stern, Angry",59,Plastic
28621pr4312,"Minifig Head Orc Rogue, Sand Blue Eyeshadow, Wrinkles, One Eye Frown, White Fangs",59,Plastic
28621pr4313,"Minifig Head Orc Rogue, Sand Blue Eyeshadow, Wrinkles, Neutral, White Fangs",59,Plastic
28621pr4314,"Minifig Head Kelleran Beq / Duncan Kincaid, Raised Black Eyebrow, Moustache, Beard print",59,Plastic
28621pr4315,"Minifig Head Myconid, Dark Purple Eyeshadow, Medium Lavender Face, Lime Eyes, Dark Purple Dots for Mouth",59,Plastic
28621pr4316,"Minifig Head Merry Rumwell/Ervan Soulfallen, Thick Black Eyebrows, Nervous Smile, Sweat / Green Mask, Energy Lines, Lime Eyes, Angry",59,Plastic
28621pr4317,"Minifig Head 100-eyed Demon, Big White Eyebrows, Moustache, Yellow Right Eye and Dark Pink Left Eye with Closed Mouth / Dark Green Eyepatch with Silver Strap and Open Mouth Print",59,Plastic
28621pr4320,"Minifig Head Kenji, Black Eyebrows, Raised Eyebrow, Smirk/Scared",59,Plastic
28621pr4321,"Minifig Head Darius, Black Eyebrows, Smile",59,Plastic
28621pr4322,"Minifig Head Nezha, 2 Red Dots on Forehead, Eyebrows, Smirk / Angry Print",59,Plastic
28621pr4323,"Minifig Head Nine-Headed Demon, Bright Green Wrinkles, Orange Eyes, Fangs, Closed Mouth / Open Mouth Print",59,Plastic
28621pr4324,"Minifig Head Tox, High Black Eyebrows, Lime Eyes, Markings, Crooked Smile print",59,Plastic
28621pr4325,"Minifig Head Barty Crouch Sr., Dark Brown Eyebrows, Moustache, Wrinkles",59,Plastic
28621pr4326,"Minifig Head Zoey, Dark Azure Face Paint, Dark Purple Lips, Lopsided Open Mouth Smile/Lopsided Grinn",59,Plastic
28621pr4327,"Minifig Head Dooper, Yellow Left, Bright Light Blue Right Eye, Light Bluish Grey Eyeshadow, Spots, Yellow Teeth Smile/Lopsided Smirk",59,Plastic
28621pr4328,"Minifig Head Cooper, Blue Eyes, Silver Dots, Determined Smile/Open Mouth Happy",59,Plastic
28621pr4331,"Minifig Head Anakin Skywalker, Dark Tan Eyebrows, Freckles, Open Mouth Smile / Surprised Print",59,Plastic
28621pr4332,"Minifig Head Qui-Gon Jinn, Dark Brown Eyebrows, Moustache, Beard, Dark Bluish Grey Streaks, Wrinkles, Closed Mouth / Angry Open Mouth Print",59,Plastic
28621pr4334,"Minifig Head Saw Gerrera, Eyebrows, Beard, Mustache, Dark Brown Scar, Wrinkles, Close Mouth / Angry Grin Print",59,Plastic
28621pr4335,"Minifig Head Qui-Gon Jinn, Reddish Brown Eyebrows, Moustache, Beard, Dark Bluish Grey Streaks, Wrinkles, Closed Mouth / Angry Open Mouth Print",59,Plastic
28621pr4336,"Minifig Head Darth Maul, Red Tattoos, Yellow and White Eyes Print",59,Plastic
28621pr4337,"Minifig Head Viktor Krum, Black Eyebrows, Stubble Moustache, Goatee, Smirk/Angry",59,Plastic
28621pr4338,"Minifig Head (No Face), Fire Flies, Sticks, Leaves print",59,Plastic
28621pr4339,"Minifig Head Garrick Ollivander, Thick Light Bluish Grey Eyebrows, Sideburns Tired Smile/Scared",59,Plastic
28621pr4341,"Minifig Head Madam Malkin, Dark Pink Lips, Stern Smile/Open Mouth Happy",59,Plastic
28621pr4342,"Minifig Head Madame Maxime, Thin Black Eyebrows, Dark Tan Eyeshadow, Wrinkles, Dark Purple Lips, Closed Mouth/Open Mouth",59,Plastic
28621pr4344,"Minifig Head Igor Karkaroff, Thick Black Eyebrows, Moustache, Goatee, Stern Stair/Mean Grin",59,Plastic
28621pr4346,"Minifig Head (No Face), White Tree (Gondor) and Flames / Green Pasture (Shire) and Flames Print",59,Plastic
28621pr4347,"Minifig Head Li Jing, Gold Symbol on Forehead, Black Eyebrows, Moustache, Goatee, Closed Eyes, Mouth/Open Eyes, Mouth",59,Plastic
28621pr4352,"Minifig Head Mr. Freeze, Dark Bluish Grey Goggles, Red Glasses, Stern",59,Plastic
28621pr4356,"Minifig Head Bleckt, Dark Bluish Grey Eyebrows, White Moustache, Goatee, Monocle",59,Plastic
28621pr4358,"Minifig Head Mr. Pale, Dark Orange Glasses, Gold Lenses",59,Plastic
28621pr4359,"Minifig Head Logan, Blue Fur, Yellow eyes, Raised Eyebrows, Lopsided Grin/Red Eyes, Angry Grin",59,Plastic
28621pr4360,"Minifig Head Dogan, Yellow Left, Bright Light Blue Eye, Dark Purple Lines, Yellow Teeth, Fangs, Angry Smile/Grin",59,Plastic
28621pr4362,"Minifig Head with Pixelated Magenta Eyes and Mouth, Smile/Angry",59,Plastic
28621pr4363,"Minifig Head, Black Eyebrows, Glasses, Open Mouth Smile, Gap in Teeth/Disgruntle",59,Plastic
28621pr4365,"Minifig Head Madteo, Magenta Lightning Bolt, Yellow Left, Bright Light Blue Right Eye, Light Bluish Grey Eyeshadow, Spots, Yellow Teeth, Means Smile/Angry",59,Plastic
28621pr4369,"Minifig Head Professor Quirinus Quirrell/Voldemort, Never Crooked Smile / Tan Face, Wrinkles, No Nose",59,Plastic
28621pr4370,"Minifig Head Leanne, Black Eyebrows, Freckles, Smile/Sad",59,Plastic
28621pr4371,"Minifig Head Fat Friar, Dark Bluish Grey Eyebrows, Wrinkles, Open Mouth Round/Closed",59,Plastic
28621pr4372,"Minifig Head Edith, Dark Tan Eyebrows, Freckles, Lopsided Smile/Grin",59,Plastic
28621pr4373,"Minifig Head Gru, Thick Black Eyebrows, Left Eyebrow Raised, Medium Nougat Eyeshadow, Grin",59,Plastic
28621pr4374,"Minifig Head Margo, Reddish Brown Eyebrows, Black Glasses, Lopsided Smile/Open Mouth Surprised",59,Plastic
28621pr4375,"Minifig Head Lucy, Dark Orange Eyebrows, Freckles, Bright Pink Lips, Smile/Medium Azure Sunglasses",59,Plastic
28621pr4377,"Minifig Head Moff Gideon, Black Eyebrows, Reddish Brown Wrinkles, Angry Grin/Condescending",59,Plastic
28621pr4378,"Minifig Head, Thick Nougat Eyebrows, Moustaches, Scars, Smile/Annoyed",59,Plastic
28621pr4379,"Minifig Head Link, Medium Nougat Eyebrows Arched, Stern / Excited Print",59,Plastic
28621pr4380,"Minifig Head Link, Medium Nougat Eyebrows Arched, Neutral / Screaming Print",59,Plastic
28621pr4381,"Minifig Head Zelda, Medium Nougat Eyebrows, Neutral / Sleeping Print",59,Plastic
28621pr4382,"Minifig Head Elf Bard, Black Eyebrows, Lopsided Smile/Closed Eyes, Open Mouth Singing",59,Plastic
28621pr4383,"Minifig Head Elf Bard, Thin Black Eyebrows, Metal Blue Lips, Open Mouth Smile/Closed Yes, Open Mouth Singing",59,Plastic
28621pr4384,"Minifig Head, Black Eyebrows, Red Glasses, Pink Lips, Smile/Surprised",59,Plastic
28621pr4385,"Minifig Head Tiefling Sorcerer, Thin Black Eyebrows, Dark Red Lips, Dark Orange Markings, Lopsided Grin/Angry Scowl",59,Plastic
28621pr4386,"Minifig Head Tiefling Sorcerer, Thick Black Eyebrows, Dark Red Lips, Dark Orange Markings, Lopsided Smile/Angry, Stern",59,Plastic
28621pr4387,"Minifig Head, Black Eyebrows, Dimple, Raised Eyebrow/Straight Smile",59,Plastic
28621pr4388,"Minifig Head Black Eyebrows, Muttonchops, Raised Eyebrow Smirk/Scared",59,Plastic
28621pr4389,"Minifig Head, Eyebrow, Scars, Peach Lips, Smirk/Open Mouth Smile",59,Plastic
28621pr4391,"Minifig Head Izzie, Magenta Face Paint, Silver Sparkles, Blue Eyebrows, Smirk/Open Mouth Smile",59,Plastic
28621pr4394,"Minifig Head Dwarf Barbarian, Female, Long Eyebrows, Frown / Angry Scream",59,Plastic
28621pr4395,"Minifig Head Halfling Druid, Thick Black Eyebrows, Beard, Lopsided Smirk/Big Smile",59,Plastic
28621pr4398,"Minifig Head Hulk, Thick Black Eyebrows, Dark Green Lines, Stubbled Beard, Smile/Angry Teeth",59,Plastic
28621pr4399,"Minifig Head Fire Demon, White/Yellow Eyes, Red Eyeshadow, Mouth, Shapes",59,Plastic
28621pr4400,"Minifig Head Hydra Trooper, Dark Purple/Silver Visor, Lavender Shine, Silver Strap",59,Plastic
28621pr4401,"Minifig Head Darth Dev, Black Eyebrows with Cut, Lopsided Smile/Dark Nougat Eyeshadow, Annoyed",59,Plastic
28621pr4403,"Minifig Head Gith Warlock, Silver Decorations, Thick Black Eyebrows, Goatee, Smirk/Angry Scowl",59,Plastic
28621pr4404,"Minifig Head Gith Warlock, Silver Decorations, Thin Black Eyebrows, Peach Lips, Open Mouth Smile/Angry, Stern",59,Plastic
28621pr4408,"Minifig Head Beach Luke, Dark Tan Eyebrows, Scruffy Bears, Snarl/Glasses with Trans-Orange Visor, Smile",59,Plastic
28621pr4410,"Minifig Head Chief Martin Brody, Reddish Brown Eyebrows, Lopsided Smile / Silver Glasses, Neutral Print",59,Plastic
28621pr4413,"Minifig Head Tasha the Witch Queen, Black Eyebrows, Peach Lips, Gold Rune on Cheek, Frown/Maniacal Laughter",59,Plastic
28621pr4414,"Minifig Head Szass Tam, Black Eyebrows, Red Eyes, Gold Markings, Frown",59,Plastic
28621pr4417,"Minifig Head Strahd von Zarovich, Black Eyebrows, Red Eyes, Dark Bluish Grey Lines, Raised Eyebrow, Lopsided Smile/Angry Snarl, Fangs",59,Plastic
28621pr4420,"Minifig Head Admiral Thrawn, Red Eyes, Blue Cheek Lines, with Neutral Closed Mouth / Angry Clenched Teeth Print",59,Plastic
28621pr4421,"Minifig Head Morgan Elsbeth, Dark Bluish Grey Tattoos, Black Eyebrows, Dark Red Lips, Stern/Angry",59,Plastic
28621pr4422,"Minifig Head Ezra Bridger, Thick Black Eyebrows, Bright Light Blue Eyes, Black Beard, Moustache, Neutral/Angry",59,Plastic
28621pr4425,"Minifig Head Cal Kestis, Dark Orange Eyebrows, Scars, Closed Mouth/Angry Open Mouth, Teeth",59,Plastic
28621pr4427,"Minifig Head Jean Grey, Light Nougat Face, Nougat Eyebrows, Lops, Neutral/Scowl Print",59,Plastic
28621pr4430,"Minifig Head Bishop, 'M' Shaped Scar, Black Bear, Moustache, Smirk/Angry with Metal Pink Eyes and Lightning Print",59,Plastic
28621pr4432,"Minifig Head Charlie Weasley, Dark Orange Eyebrows, Stubble Beard, Lopsided Smirk/Annoyed",59,Plastic
28621pr4433,"Minifig Head Gamora, Dual Sided, Silver Lines, Dark Green Lips, Open Mouth Smile / Angry",59,Plastic
28621pr4435,"Minifig Head Percy Weasley, Dark Orange Eyebrows, Smirk/Annoyed",59,Plastic
28621pr4436,"Minifig Head Bill Weasley, Dark Orange Eyebrows, Cheek Lines, Lopsided Smirk/Angry with Scars",59,Plastic
28621pr4438,"Minifig Head Arthur Weasley, Dark Orange Eyebrows, Nougat Wrinkles, Lopsided Grin/Annoyed",59,Plastic
28621pr4439,"Minifig Head Ginny Weasley, Dark Orange Eyebrow, Freckles, Smile/Sad",59,Plastic
28621pr4440,"Minifig Head Molly Weasley, Dark Orange Eyebrows, Crow's Feet, Freckles, Smile/Angry",59,Plastic
28621pr4443,"Minifig Head Jack Skellington, Skull, Large Black Eyes, Wide Mouth with Teeth",59,Plastic
28621pr4444,"Minifig Head Sally, Big Eyelashes, Medium Blue Eyes, Dark Red Lips, Stitches, Closed Mouth/Open Mouth",59,Plastic
28621pr4445,"Minifig Head Lock, Dark Red Eyebrows, Lavender Eyeshadow, Dark Azure Lips, Sharp Teeth, Smile/Surprised",59,Plastic
28621pr4446,"Minifig Head Shock, Medium Blue Eyeshadow, Lips, Smile, Sharp Teeth/Black Gap",59,Plastic
28621pr4447,"Minifig Head Barrel, Lavender Eyeshadow, Dark Turquoise Lips, Teeth, Big Grin, Closed Mouth",59,Plastic
28621pr4448,"Minifig Head Santa Claus, Thick White/Dark Bluish Grey Eyebrows, Wrinkles, Dark Pink Cheeks, Open Mouth Scared",59,Plastic
28621pr4449,"Minifig Head Night Trooper, Dark Brows Markings, Lime Eyes, Reddish Brown Teeth, Grin",59,Plastic
28621pr4451,"Minifig Head Rebel Trooper, Dark Red Lips, Black Strap, Silver Chin Guard, Neutral/Stern",59,Plastic
28621pr4458,Minifig Head with Metallic Pink Eyes print,59,Plastic
28621pr4459,"Minifig Head Geppetto, Dark Bluish Grey Eyebrows, Thick White Moustache, Black Glasses, Smile/Concerned",59,Plastic
28621pr4461,"Minifig Head Lilo, Thin Black Eyebrows, Open Mouth Smile/Tongue Sticking Out",59,Plastic
28621pr4463,"Minifig Head, Thick Black Eyebrows, Sideburns, Stubbled Beard, Scar Across Eye, Mean Stare, Crooked Mouth with Fang / Closed Eyes, Whistling",59,Plastic
28621pr4466,"Minifig Head Bright Light Orange Cheeks, Neutral Smile / Open Mouth, Red Hearts for Eyes",59,Plastic
28621pr4467,"Minifig Head Nougat Lips, Cheek Lines, Open Mouth Crooked Smile, Gold Tooth / Closed Mouth Crooked Smile",59,Plastic
28621pr4469,"Minifig Head White Bandage, Nougat Lips, Neutral Stern / Crooked Smile",59,Plastic
28621pr4470,"Minifig Head White Glasses, Black Frame, Open Mouth Smile / Worried, Crooked Glasses, Scratch Marks",59,Plastic
28621pr4471,"Minifig Head Nougat Sideburns, Curled Mustache, Goatee, Copper Monocle",59,Plastic
28621pr4472,"Minifig Head Facemask, Yellow Face, Black Eyebrows, Breathing Mask / Crooked Smile",59,Plastic
28621pr4473,"Minifig Head Freckles, Open Mouth Smile / Wink",59,Plastic
28621pr4528,"Minifig Head Officer Jefferson, Black Eyebrows, Moustache, Gold Glasses",59,Plastic
28621pr4532,"Minifig Head Miles Morales, Black Eyebrows, Open Mouth Smile / Confused",59,Plastic
28621pr4533,"Minifig Head Miles Morales, Red/White Spider-Man Eyes, Dark Blue Dots",59,Plastic
28621pr9481,"Minifig Head, Medium Nougat Eyebrows, Sideburns, Annoyed / Black Sunglasses with Orange Lenses, Mean Grin",59,Plastic
28621pr9482,"Minifig Head, White Eyes, Peach Lips, Black Eye Mask / Confused",59,Plastic
28621pr9483,"Minifig Head Joshua Pearce, Black Eyebrows, Moustache, Beard, Frown / Gold Glasses, Orange Lenses",59,Plastic
28621pr9484,"Minifig Head Sonny Hayes, Dark Tan Eyebrows, Stubbles Beard, Frown / Dark Red Glasses, Open Mouth Smile",59,Plastic
28621pr9485,"Minifig Head Nightmare Emperor, Light Yellow Eyes, Magenta Eyeshadow, Light/Dark Bluish Grey Wrinkles, Teeth Scowl",59,Plastic
28621pr9486,"Minifig Head Grimspawn, White/Yellowish Green Mouth, Eyes, Dark Purple Sign",59,Plastic
28621pr9487,"Minifig Head Arika, 6 Yellowish Green Eyes, Magenta Patterns, White Sharp Teeth/Fangs Print",59,Plastic
28621pr9488,"Minifig Head with Yellow Face, Smile",59,Plastic
28621pr9489,"Minifig Head Black Eyebrows, Dark Turquoise Eyeshadow, Red Lips, Open Mouth Smile / Scream",59,Plastic
28621pr9491,"Minifig Head Black Eyebrows, Eyelashes, Dark Pink Lips, Beauty Marks, Smirk / Closed Eyes",59,Plastic
28621pr9493,"Minifig Head Black Eyebrows, Tongue Sticking Out, Squint / Bandage, Open Mouth, Chipped Tooth",59,Plastic
28621pr9494,"Minifig Head Black Eyebrows, Freckles, Lopsided Smile, Teeth / Scream (Roar)",59,Plastic
28621pr9498,"Minifig Head Black Eyebrows, Cheeks, Open Mouth Smile / Blowing",59,Plastic
28621pr9499,"Minifig Head Thick Black Eyebrows, Raised Eyebrow, Smirk / Open Mouth, Tongue Panting, Sweat",59,Plastic
28621pr9500,"Minifig Head Black Eyebrows, Eyelashes, Metal Pink Lips, Wink / Lopsided Smile",59,Plastic
28621pr9501,"Minifig Head Loyalist Leader, Gold Mask, Lime/Dark Green Eyes / Black Glasses with Lime Lenses, Coral Lips, Gold Markings, Smirk",59,Plastic
28621pr9502,"Minifig Head Mystake, Dark Bluish Grey Eyebrows, Nougat Wrinkles, Lips, Smile",59,Plastic
28621pr9503,"Minifig Head Faith, Red Right Eye, Dark Bluish Grey Lips, Medium Nougat Streaks/Scars",59,Plastic
28621pr9504,"Minifig Head Mailman, Dark Bluish Grey Eyebrows, White Goatee, Black Glasses, Wrinkles",59,Plastic
28621pr9505,"Minifig Head Zane Black Eyebrows, Neutral / Cyborg Side with Medium Azure Eye",59,Plastic
28621pr9506,"Minifig Head Loyalist, Yellow/Orange Eyes, Light Bluish Grey Markings, Gold Tiara, Sharp Teeth, Neutral / Fangs",59,Plastic
28621pr9507,"Minifig Head Jay, Reddish Brown Eyebrows, Freckles, Open Mouth Smile / Angry Teeth",59,Plastic
28621pr9508,"Minifig Head Kabuki Harumi, White/Blue Face, Angry / Reed Face, Crooked Smile",59,Plastic
28621pr9509,"Minifig Head Dr. Julien, White Eyebrows, Black Glasses, Open Mouth Smile / Scared",59,Plastic
28621pr9510,"Minifig Head Acronix, Gold Eyes, Dark Green/Dark Red Eye Mask, Goatee, Smile/Angry",59,Plastic
28621pr9511,"Minifig Head Dr. Saunders/Krux Light/Dark Bluish Grey Eyebrows, Moustache, Black Glasses / Dark Green/Dark Red Eye Mask, Thin Moustaches, Angry",59,Plastic
28621pr9512,"Minifig Head Garmadon, Thick Dark Bluish Grey Eyebrows, Wrinkles, Red Eyes, Mean Smile, Teeth / Frown",59,Plastic
28621pr9513,"Minifig Head First Spinjitzu Master, White Eyebrows, Goatee, Wrinkles, Braided Ponytail in the Back",59,Plastic
28621pr9514,"Minifig Head Young Wu, Black Eyebrows, Lopsided Smile / Angry Scream",59,Plastic
28621pr9515,"Minifig Head Young Garmadon, Black Eyebrows, Red Eyes, Angry / Raised Eyebrow, Smirk",59,Plastic
28621pr9516,"Minifig Head Ray, Black Eybrows, Long Moustache, Goatee, Wrinkles, Smile / Angry",59,Plastic
28621pr9517,"Minifig Head, Dark Orange Eyebrows, Freckles, Open Mouth Happy",59,Plastic
28621pr9518,"Minifig Head Max Mayfield, Dark Orange Eyebrows, Nougat Lips, Crooked Smirk / Angry",59,Plastic
28621pr9519,"Minifig Head Dustin Henderson, Black Eyebrows, Neutral Smile / Raised Eyebrows",59,Plastic
28621pr9520,"Minifig Head Mike Wheeler, Black Eyebrows, Freckles, Crooked Smile, Stare / Angry",59,Plastic
28621pr9521,"Minifig Head Will Byers, Dark Brown Eyebrows, Neutral / Angry, Bright Light Blue Eyes",59,Plastic
28621pr9522,"Minifig Head Vecna, Dark Purple/Gold/Dark Brown/Nougat Vines",59,Plastic
28621pr9523,"Minifig Head Nancy Wheeler, Dark Brown Eyebrows, Worried / Confused",59,Plastic
28621pr9524,"Minifig Head Eleven, Black Eyebrows, Open Mouth Smile / Angry",59,Plastic
28621pr9525,"Minifig Head Henry Creel, Gold Glasses, Dark Tan Eyebrows, Cheek Lines",59,Plastic
28621pr9526,"Minifig Head Lucas Sinclair, Black Eyebrows, Open Mouth Crooked Smile / Scowl",59,Plastic
28621pr9527,"Minifig Head Tony Stark, Black Eyebrows, Moustache, Beard, Raised Eyebrow / Black Glasses with Bright Light Blue Lenses",59,Plastic
28621pr9528,"Minifig Head Ro Laren, Black Eyebrows, Dark Red Lips, Nougat Bajoran Nose Ridges, Silver Earring, Open Mouth/Closed Mouth",59,Plastic
28621pr9529,"Minifig Head Beverly Crusher, Dark Orange Eyebrows, Wrinkles, Coral Lips, Smile, Open Mouth / Closed Mouth",59,Plastic
28621pr9530,"Minifig Head Jean-Luc Picard, Dark Bluish Grey Eyebrows, Wrinkles, Neutral Stare",59,Plastic
28621pr9531,"Minifig Head William T. Riker, Reddish Brown Eyebrows, Beard, Moustache, Open Mouth Smile / Neutral",59,Plastic
28621pr9532,"Minifig Head Geordi La Forge, Black Eyebrows, Gold Visor, Neutral / Smile with Teeth",59,Plastic
28621pr9533,"Minifig Head Guinan, Reddish Brown Eyebrows, Lips, Wrinkles, Smile, Open Mouth / Closed Mouth",59,Plastic
28621pr9534,"Minifig Head Worf, Black Beard, Moustache, Reddish Brown Nose Ridges, Neutral / Angry",59,Plastic
28621pr9535,"Minifig Head Data, Dark Tan Eyebrows, Gold Eyes, Neutral / Raised Eyebrow",59,Plastic
28621pr9536,"Minifig Head, Lantern with Gold Horses print",59,Plastic
28621pr9537,"Minifig Head One-Eyed Willie, Skeleton Skull, Dark Brown Eyepatch, Silver Jewels",59,Plastic
28621pr9538,"Minifig Head Mama Fratelli, Medium Nougat Eyebrows, Nougat Wrinkles, Mean Stare / Grumpy",59,Plastic
28621pr9539,"Minifig Head Francis Fratelli, Dark Orange Eyebrows, Black Glasses, Stubbles, Lopsided Mean Smirk / Grumpy Stare",59,Plastic
28621pr9540,"Minifig Head Stephanie ""Stef"" Steinbrenner, White Glasses, Dark Tan Eyebrows, Smirk / Bright Pink Bubble Gum",59,Plastic
28621pr9541,"Minifig Head Lawrence ""Chunk"" Cohen, Reddish Brown Eyebrows, Open Mouth, Irregular Teeth, Mean Smile / Scared",59,Plastic
28621pr9542,"Minifig Head Richard ""Data"" Wang, Black Eyebrows, Open Mouth Surprised / Happy",59,Plastic
28621pr9543,"Minifig Head Lotney ""Sloth"" Fratelli, Dark Tan Eyebrows, Lopsided Eyes, Nougat Eyeshadow, Open Mouth, Broken Teeth",59,Plastic
28621pr9544,"Minifig Head Clark ""Mouth"" Devereaux, Dark Brown Eyebrows, Raised Eyebrow, Freckles, Lopsided Smile / Tongue Sticking Out",59,Plastic
28621pr9545,"Minifig Head Black Eyebrows, Smirk, Raised Eyebrow",59,Plastic
28621pr9546,"Minifig Head Black Eybebrows, Frown",59,Plastic
28621pr9547,"Minifig Head Black Eyebrows, Chin Strap, Neutral / Worried",59,Plastic
28621pr9548,"Minifig Head Colonel Yularen, Dark Bluish Grey Eyebrows, White Moustache, Nougat Lines, Neutral / Surprised",59,Plastic
28621pr9549,"Minifig Head Director Krennic, Dark Tan Eyebrows, Nougat Lines, Stern / Open Mouth Angry",59,Plastic
28621pr9550,"Minifig Head Admiral Motti, Dark Tan Eyebrows, Nougat Lines, Thin Smile / Scared, Worried",59,Plastic
28621pr9551,"Minifig Head General Tagge, Reddish Brown Eyebrows, Nougat Lines, Condescending Stare / Open Mouth Sneer",59,Plastic
28621pr9552,"Minifig Head Obi-Wan Kenobi, Light Bluish Grey Eyebrows, Full Beard, Nougat Wrinkles, Neutral / Open Mouth",59,Plastic
28621pr9553,"Minifig Head Black Eyebrows, Peach Lips, Stern Stare",59,Plastic
28621pr9554,"Minifig Head Sim Aloo, Light Nougat Eyebrows, Nougat Wrinkles, Grumpy / Open Mouth Smile",59,Plastic
28621pr9555,"Minifig Head Grand Moff Tarkin, Dark Bluish Grey Eyebrows, Nougat Wrinkles, Frown / Open Mouth Sneer",59,Plastic
28621pr9556,"Minifig Head Luke Skywalker, Dark Tan Eyebrows, Nougat Lines, Neutral / Frown",59,Plastic
28621pr9557,"Minifig Head Galen Erso, Dark Tan Eyebrows, Nougat Lines, Stubbled Beard, Neutral / Open Mouth Sneer",59,Plastic
28621pr9558,"Minifig Head Poison Ivy, Dark Green Eyebrows, Lime Eyeshadow, Dark Green Lips, Sand Green Leaves, Neutral / Angry Frown",59,Plastic
28621pr9559,"Minifig Head Harley Quinn, Eyebrows, Light Bluish Grey Eyeshadow, Dark Pink Lips, Wink / Pink Bubblegum Bubble Print",59,Plastic
28621pr9560,"Minifig Head Batwoman, Silver Eye Mask, Red Lips, Neutral / Smile",59,Plastic
28621pr9561,"Minifig Head Scarecrow, Green Eyes, Black Eyeholes, Black Mouth with Brown Stitches",59,Plastic
28621pr9562,"Minifig Head Killer Croc, Dark Green Scales, Red Eyes, Wide Mouth, Sharp White Teeth",59,Plastic
28621pr9563,"Minifig Head, Eyebrows, Reddish Brown Lines, Angry Stare Print",59,Plastic
28621pr9564,"Minifig Head Riddler, Dark Purple/Black Face Mask, Nougat Line, Smile, Teeth",59,Plastic
28621pr9565,"Minifig Head Penguin, Black Eyebrows, Nougat Lines, Monocle, Lopsided Scowl",59,Plastic
28621pr9566,"Minifig Head Robin, Green Mask, Open Mouth Smile / Angry",59,Plastic
28621pr9567,"Minifig Head Statue, Painted, Scribbly Black Eyebrows, White Eyes with Swirl, X, Red Mouth, White Lips, Black Scribble",59,Plastic
28621pr9568,"Minifig Head Catwoman, Light Nougat Face, Silver Goggles with Red Glasses, Red Lips, Stitches on Back",59,Plastic
28621pr9569,"Minifig Head Bane, White Face Mask, Stitches, Red Alien Eyes, Bright Green Venom Tube on Back",59,Plastic
28621pr9570,"Minifig Head Pfannee, Black Eyebrows, White Glasses, Gold Frame, Smile / Scowl",59,Plastic
28621pr9571,"Minifig Head The Wizard, Dark Bluish Grey Eyebrows, Moustache, Open Mouth Smile",59,Plastic
